CUSTOMER_SK,TOTAL_No_Of_PURCHASE,TOTAL_REVENUE,RECENCY,TOTAL_No_of_VISITS,DISTINCT_PRODUCTS,AVERAGE_SPEND,CITY_NM
60287816,419,1393.33985,115,17,213,81.96116765,HALIFAX
22251095,332,1392.3798,250,10,221,139.23798,TRURO
59608204,416,1392.08988,110,103,267,13.51543573,HALIFAX
23654220,465,1391.97988,243,78,245,17.8458959,HALIFAX
61480367,538,1391.6,109,143,141,9.731468531,HALIFAX
60913112,574,1390.5598,110,37,201,37.5826973,HALIFAX
59707651,409,1390.44977,109,63,140,22.07063127,HALIFAX
58243703,418,1389.3399,109,27,222,51.45703333,HALIFAX
58342336,415,1388.67986,114,37,202,37.53188811,DARTMOUTH
38989214,416,1387.78989,244,43,199,32.27418349,HALIFAX
36038367,357,1386.65984,244,39,180,35.55538051,DARTMOUTH
64015975,431,1386.5799,114,44,257,31.51317955,HALIFAX
21602722,326,1386.26973,245,32,146,43.32092906,HALIFAX
26128243,606,1385.66991,242,98,314,14.13948888,HALIFAX
22114191,469,1385.57984,242,72,184,19.24416444,HALIFAX
21153229,401,1385.5699,244,23,216,60.24216957,HALIFAX
28891485,409,1384.72992,245,44,227,31.47113455,HALIFAX
61105967,403,1384.25981,115,30,138,46.14199367,HALIFAX
62348261,395,1384.0298,111,24,221,57.66790833,HALIFAX
59012628,376,1383.72969,111,17,177,81.39586412,HALIFAX
59982058,385,1383.35972,109,34,153,40.68705059,HALIFAX
58772464,593,1383.22975,120,13,177,106.4022885,HALIFAX
61115230,363,1381.96989,137,59,236,23.42321847,HALIFAX
61764366,392,1380.87994,109,46,164,30.01912913,DARTMOUTH
50672204,347,1379.24987,242,32,214,43.10155844,REGINA
39833337,410,1378.79983,253,74,219,18.63243014,CLIFTON RO
62463802,341,1378.42966,109,26,205,53.01652538,HALIFAX
61770642,437,1377.97993,112,27,249,51.0362937,HALIFAX
58855247,343,1377.71968,111,36,211,38.26999111,HALIFAX
61368870,423,1377.46984,109,26,213,52.97960923,ROTHESAY
59428142,421,1375.87,111,19,148,72.41421053,HALIFAX
62335013,413,1375.26983,110,40,214,34.38174575,HALIFAX
21044154,456,1374.55985,242,44,238,31.23999659,HALIFAX
22339213,464,1374.47985,242,45,237,30.54399667,HALIFAX
21598638,422,1373.61979,245,27,221,50.87480704,HALIFAX
21476596,428,1372.40971,242,17,244,80.72998294,HALIFAX
21607101,436,1372.33984,249,30,248,45.74466133,HALIFAX
64057117,367,1370.61989,109,31,272,44.21354484,HALIFAX
62342853,395,1370.06988,115,20,204,68.503494,WELLAND
58506014,339,1369.61975,117,13,209,105.3553654,HALIFAX
60160013,396,1369.28976,111,47,242,29.13382468,HALIFAX
61055943,560,1368.46993,124,58,324,23.59430914,HALIFAX
22284380,398,1368.00982,243,47,209,29.10659191,HALIFAX
64960662,614,1367.28995,109,80,126,17.09112438,HALIFAX
34467422,586,1366.71001,242,146,115,9.361027465,HALIFAX
21475796,430,1365.45991,244,28,175,48.76642536,HALIFAX
59489151,452,1364.95989,109,64,188,21.32749828,HALIFAX
37470629,359,1364.66984,129,18,205,75.81499111,CHETICAMP
58553768,474,1364.22989,121,59,201,23.12254051,HALIFAX
37156501,459,1363.20981,245,84,113,16.22868821,PICTOU COU
58643587,469,1362.66982,114,35,185,38.93342343,HALIFAX
36557632,421,1362.35979,242,68,146,20.03470279,PARRSBORO
21155434,367,1362.1797,255,13,208,104.7830538,HALIFAX
59564012,455,1361.41986,111,44,156,30.94136045,HALIFAX
24350417,349,1361.39986,245,12,220,113.4499883,HALIFAX
22114712,666,1361.34996,242,126,189,10.80436476,HALIFAX
62335012,346,1361.29982,115,16,227,85.08123875,HALIFAX
36513577,436,1360.21978,253,55,198,24.73126873,HALIFAX
40180297,424,1359.27972,242,21,231,64.72760571,HALIFAX
59427912,319,1359.14967,109,12,99,113.2624725,HALIFAX
59080517,400,1358.98989,110,59,223,23.03372695,HALIFAX
23748350,496,1358.77989,242,55,282,24.70508891,HALIFAX
64682276,499,1358.71992,112,74,318,18.36108,HALIFAX
58640418,487,1357.45984,113,66,244,20.56757333,HALIFAX
22179005,476,1357.28993,262,35,171,38.77971229,SUMMERSIDE
60028479,471,1356.0999,110,42,203,32.28809286,PICTOU
59016293,427,1356.02996,110,19,294,71.36999789,HALIFAX
60678405,383,1355.59979,110,49,265,27.66530184,HALIFAX
51032040,392,1355.22987,243,65,201,20.84969031,HEBBS CROS
59343265,305,1354.22975,111,18,169,75.23498611,TORONTO
36790262,365,1354.0799,242,47,149,28.81021064,DARTMOUTH
61368000,433,1351.35994,114,26,249,51.97538231,
22189511,395,1351.04999,245,23,167,58.74130391,HALIFAX
61165795,494,1350.47997,110,50,260,27.0095994,HALIFAX
40172924,415,1350.38993,250,17,219,79.43470176,HALIFAX
39356075,319,1349.05975,244,34,185,39.67822794,HALIFAX
59970601,394,1348.97994,110,61,219,22.11442525,HALIFAX
36785334,366,1348.2499,257,39,208,34.57051026,WELLINGTON
53557613,410,1347.75992,242,34,158,39.63999765,TORONTO
66095154,363,1347.51989,111,37,161,36.41945649,HALIFAX
59072117,373,1347.01001,110,35,226,38.48600029,SIMCOE
61815631,456,1346.50997,110,45,228,29.92244378,HALIFAX
59805125,443,1345.79993,109,59,126,22.81016831,HALIFAX
34416508,432,1345.57992,242,48,210,28.032915,HALIFAX
64453330,428,1344.05997,138,76,255,17.68499961,HALIFAX
58889845,358,1343.9698,111,22,185,61.08953636,HALIFAX
22009786,325,1343.96977,245,17,169,79.05704529,TORONTO
39747934,419,1342.39986,243,29,206,46.28965034,HALIFAX
22288121,374,1341.82986,245,15,169,89.455324,HALIFAX
21046999,479,1341.47988,243,55,194,24.39054327,HALIFAX
20687544,306,1340.61972,247,17,64,78.85998353,HALIFAX
59427773,322,1339.32979,111,31,188,43.20418677,HALIFAX
21155065,377,1339.30979,251,20,192,66.9654895,HALIFAX
52621382,417,1338.64989,242,39,224,34.32435615,HALIFAX
61851994,337,1338.36984,112,23,166,58.18999304,HALIFAX
39451065,366,1337.66991,255,39,210,34.29922846,HALIFAX
22906919,464,1337.0899,243,37,228,36.13756486,PICTOU
63984745,363,1336.77972,111,32,152,41.77436625,TORONTO
40142225,482,1336.61975,244,35,171,38.18913571,HALIFAX
21431498,394,1335.70985,242,41,127,32.57828902,HALIFAX
59563569,381,1333.81969,113,30,160,44.46065633,HALIFAX
23326023,374,1333.52988,243,23,207,57.97956,WELLINGTON
59671058,350,1333.49976,118,26,160,51.28845231,HALIFAX
53015058,343,1333.38963,243,53,203,25.15829491,HALIFAX
59012639,317,1333.21978,110,25,144,53.3287912,HALIFAX
37120692,439,1332.60995,244,28,181,47.5932125,PICTON
53318848,484,1331.2899,243,77,323,17.28947922,HALIFAX
59016223,395,1331.28977,109,34,248,39.15558147,HALIFAX
64910548,355,1330.00983,139,33,190,40.30332818,EASTERN PA
61857242,475,1329.40981,109,76,285,17.49223434,MONTREAL
62384523,431,1328.08992,109,54,231,24.59425778,HALIFAX
34446480,365,1327.9798,249,30,239,44.26599333,RIVERVIEW
61863675,360,1327.93976,111,35,172,37.941136,HALIFAX
36032379,372,1327.64988,243,14,217,94.83213429,HALIFAX
39921365,338,1327.58966,255,15,182,88.50597733,HALIFAX
28457976,380,1327.13992,242,61,193,21.75639213,WEYMOUTH
23794266,345,1326.67985,244,11,205,120.6072591,HALIFAX
22308225,427,1325.95998,242,35,130,37.88457086,HALIFAX
61766353,412,1325.65991,109,55,223,24.10290745,BRANTFORD
59582408,386,1325.11977,110,26,139,50.966145,HALIFAX
62296824,424,1324.51988,109,46,260,28.79391043,WINDSOR
21155128,412,1324.1999,257,11,261,120.3818091,HALIFAX
20834271,388,1323.54994,253,13,229,101.8115338,LAWRENCETO
36882465,433,1321.8699,248,48,232,27.53895625,TORONTO
37640338,358,1321.07988,244,22,214,60.04908545,HALIFAX
60532357,390,1320.63988,119,41,263,32.21072878,HALIFAX
59979145,381,1320.3898,115,19,194,69.4942,CHARLOTTET
36876086,446,1319.31977,242,42,109,31.41237548,GUYSBOROUG
58437817,380,1319.04971,110,33,189,39.97120333,HALIFAX
36380660,434,1318.99988,243,34,304,38.79411412,HALIFAX
59673248,406,1318.90994,111,36,243,36.63638722,HALIFAX
22211662,480,1317.1199,245,38,266,34.66105,HALIFAX
59735439,538,1315.49999,110,134,167,9.817164104,HALIFAX
40172354,369,1314.67975,242,73,205,18.00931164,HALIFAX
39655119,418,1314.03996,255,44,236,29.86454455,COURTICE
36758080,426,1312.40993,244,60,197,21.87349883,HALIFAX
58997324,352,1312.09978,109,45,160,29.15777289,HALIFAX
59674485,401,1311.69984,110,73,210,17.96849096,HALIFAX
64947624,366,1309.66986,133,50,252,26.1933972,HALIFAX
51305883,451,1308.4799,243,25,191,52.339196,HALIFAX
36035072,336,1308.17986,242,27,220,48.45110593,TUSKET
64864957,379,1307.7299,121,18,254,72.65166111,HALIFAX
58351137,410,1307.62997,119,20,175,65.3814985,HALIFAX
59918789,311,1307.17965,112,45,93,29.04843667,ANTIGONISH
51082399,480,1306.75991,242,56,290,23.33499839,HALIFAX
39448601,382,1305.97992,114,35,263,37.313712,HALIFAX
58285280,325,1305.84977,110,30,238,43.52832567,HALIFAX
62446826,343,1305.5998,110,35,185,37.30285143,ST. JOHN'S
37094694,426,1304.62996,243,32,239,40.76968625,HALIFAX
40248605,414,1304.44991,185,35,238,37.26999743,RIVER DENY
60591820,369,1304.39985,113,22,180,59.29090227,HALIFAX
58789080,325,1304.37979,111,10,206,130.437979,HALIFAX
51910951,420,1303.93997,243,45,208,28.97644378,HALIFAX
22282666,349,1303.83971,243,27,177,48.29035963,HALIFAX
21459152,333,1303.78983,244,18,129,72.43276833,HALIFAX
22219228,319,1303.20983,242,40,194,32.58024575,HALIFAX
53000610,534,1301.93999,248,74,235,17.59378365,DARTMOUTH
61825888,360,1301.77978,111,37,228,35.1832373,DAWSON CRE
59489015,330,1301.01971,115,9,163,144.5577456,HALIFAX
61499750,466,1300.46995,112,35,289,37.15628429,HAVRE BOUC
58896165,333,1300.18975,114,12,235,108.3491458,HALIFAX
65877930,372,1300.02982,110,18,153,72.22387889,
20833919,371,1299.70997,247,56,168,23.20910661,CHESTER BA
21633062,369,1298.8396,245,9,122,144.3155111,HALIFAX
59680303,344,1298.79974,114,18,177,72.15554111,HALIFAX
59506841,366,1298.63992,114,21,184,61.83999619,HALIFAX
59489000,492,1298.18999,111,48,151,27.04562479,HALIFAX
29969982,386,1298.13992,254,36,212,36.05944222,HALIFAX
58524135,317,1297.99966,110,22,176,58.99998455,HALIFAX
60995165,487,1297.80999,110,79,254,16.42797456,SYDNEY MIN
40157083,466,1297.69992,110,59,290,21.9949139,HALIFAX
61348754,352,1296.63994,109,37,83,35.0443227,BRIDGEWATE
39631529,369,1296.31985,243,22,145,58.92362955,HALIFAX
59459520,856,1296.15982,111,98,157,13.22612061,HALIFAX
60533889,472,1295.81995,110,21,181,61.7057119,SUMMERSIDE
59504668,306,1295.4998,109,15,215,86.36665333,HALIFAX
29394693,413,1295.44985,243,56,243,23.13303304,ENFIELD
30136117,357,1294.58949,251,23,110,56.28649957,TURU
37475469,415,1294.52987,246,32,161,40.45405844,HALIFAX
29349099,386,1294.34985,244,16,215,80.89686563,HALIFAX
59979544,415,1293.47995,109,45,175,28.74399889,HALIFAX
64629514,331,1293.22971,109,32,166,40.41342844,HALIFAX
51849769,422,1292.69994,109,56,256,23.0839275,HALIFAX
58261224,407,1292.42983,111,26,136,49.70883962,HALIFAX
60432093,366,1292.11985,113,51,157,25.33568333,HALIFAX
22249600,412,1292.08993,242,46,204,28.08891152,HALIFAX
39353585,418,1291.92,110,43,226,30.04465116,ST. JOHN'S
25888063,368,1291.86985,243,44,205,29.36067841,CHARLOTTET
22307345,333,1291.64996,244,40,158,32.291249,HALIFAX
60618426,345,1291.30984,109,48,213,26.90228833,HALIFAX
36787172,409,1291.01995,248,21,264,61.47714048,NEW GLASGO
61795507,346,1290.98982,110,34,141,37.97028882,ARICHAT
21263341,355,1290.65976,253,35,155,36.87599314,HALIFAX
23741385,422,1290.61988,242,79,216,16.33696051,NEW GLASGO
22458052,406,1289.95978,246,40,179,32.2489945,NEW GLASGO
37707576,356,1286.58962,246,13,128,98.96843231,HALIFAX
26148223,402,1286.37988,245,30,233,42.87932933,FORT ELLIS
39428420,393,1286.24976,242,44,230,29.23294909,HALIFAX
46272965,515,1286.08994,245,46,194,27.95847696,
20842680,329,1285.41982,248,16,190,80.33873875,HALIFAX
59608195,396,1284.55985,111,45,212,28.54577444,HALIFAX
39926353,429,1284.1199,244,35,103,36.68914,HALIFAX
62473493,397,1283.77984,120,31,204,41.4122529,HALIFAX
59427754,373,1283.11973,111,11,222,116.6472482,HALIFAX
58643821,460,1282.44998,112,44,196,29.14659045,HALIFAX
22114691,388,1281.57,243,17,142,75.38647059,HALIFAX
64213695,453,1281.48993,135,26,196,49.28807423,HALIFAX
61453633,341,1281.47976,109,34,135,37.69058118,HALIFAX
59724921,423,1281.31961,110,44,154,29.12090023,HALIFAX
22339169,404,1281.04988,244,30,206,42.70166267,HALIFAX
59031044,462,1281.02993,109,55,149,23.29145327,HALIFAX
63895403,347,1279.93989,113,48,204,26.66541438,HALIFAX
40150157,298,1279.88988,243,31,193,41.28677032,TORONTO
62362125,452,1279.36983,125,43,131,29.75278674,HALIFAX
59310911,322,1279.02972,110,20,189,63.951486,HALIFAX
58426327,366,1278.89991,109,38,249,33.65526079,HALIFAX
39017296,423,1278.12996,242,20,244,63.906498,HALIFAX
23575596,368,1277.35971,246,14,191,91.23997929,YARMOUTH
67091504,321,1276.2897,110,18,132,70.90498333,
58640654,377,1276.15991,111,33,221,38.67151242,HALIFAX
59731825,398,1275.7897,118,10,212,127.57897,HALIFAX
34297187,348,1275.77974,249,14,166,91.12712429,HALIFAX
59004228,353,1275.43974,121,22,175,57.97453364,HALIFAX
58236331,428,1275.26963,115,23,207,55.44650565,HALIFAX
46670799,456,1275.10992,244,35,165,36.431712,
62407190,441,1273.94984,118,19,189,67.04999158,NORTH YORK
39360660,338,1273.85989,243,44,198,28.95136114,THUNDER BA
38973504,514,1273.74996,246,36,168,35.38194333,HALIFAX
58292284,424,1273.59993,111,31,248,41.08386871,HALIFAX
23816232,334,1272.37963,251,11,111,115.6708755,HALIFAX
58910141,413,1272.0099,111,15,154,84.80066,HALIFAX
62340096,453,1271.98997,129,32,208,39.74968656,HALIFAX
62377677,339,1271.94976,109,46,231,27.65108174,HALIFAX
37607401,330,1271.29988,253,12,219,105.9416567,HALIFAX
52024359,352,1270.19988,259,14,201,90.72856286,HALIFAX
60503862,394,1269.42984,115,18,221,70.52388,YARMOUTH
39353615,357,1268.51988,242,24,180,52.854995,HALIFAX
62288123,436,1267.86996,114,35,274,36.224856,HALIFAX
61466327,447,1267.60994,111,36,264,35.21138722,FALL RIVER
27735686,418,1267.50984,129,28,130,45.26820857,
22114729,374,1267.09988,246,28,228,45.25356714,HALIFAX
24059375,300,1265.98976,245,21,87,60.28522667,DARTMOUTH
37731544,360,1265.86995,243,34,186,37.23146912,HALIFAX
60098810,361,1265.85983,109,17,167,74.46234294,HALIFAX
59770716,334,1265.39959,112,23,131,55.01737348,HALIFAX
60591874,424,1264.51998,109,19,204,66.55368316,HALIFAX
59311575,366,1263.41993,125,30,170,42.11399767,ETOBICOKE
22287909,430,1263.36979,242,57,150,22.16438228,HALIFAX
59591969,311,1263.14975,109,58,226,21.77844397,HALIFAX
59777194,456,1262.72992,109,86,267,14.68290605,HALIFAX
23326075,398,1261.70985,242,33,182,38.23363182,HALIFAX
63987982,527,1260.24996,118,51,247,24.71078353,YARMOUTH
22432003,393,1259.55972,242,15,175,83.970648,HALIFAX
20767341,292,1259.44984,245,39,166,32.29358564,HALIFAX
22617469,465,1258.7399,245,23,197,54.72782174,DARTMOUTH
21451721,370,1258.63984,251,14,202,89.90284571,HALIFAX
51902175,288,1258.31977,242,113,130,11.13557319,HALIFAX
60515946,320,1257.24986,112,54,195,23.28240481,HALIFAX
58674673,349,1256.81985,115,28,139,44.88642321,HALIFAX
62344041,357,1256.76985,110,25,183,50.270794,HALIFAX
22422609,367,1256.43978,242,50,181,25.1287956,HALIFAX
36332291,400,1256.41996,243,22,218,57.10999818,HALIFAX
21583722,378,1256.28995,110,49,169,25.63857041,HALIFAX
20666193,546,1254.72973,243,32,179,39.21030406,HALIFAX
50217513,326,1254.46993,242,43,165,29.1737193,HALIFAX
41541241,337,1254.20991,248,18,165,69.67832833,HALIFAX
26314556,405,1254.17982,242,73,215,17.18054548,HALIFAX
61307199,337,1253.28987,112,34,219,36.86146676,FORT MCMUR
60635549,424,1252.73995,110,65,183,19.27292231,NEW GLASGO
52427070,409,1252.57993,244,37,210,33.85351162,
59506863,382,1252.34991,111,46,251,27.22499804,HALIFAX
36334124,375,1251.67986,243,17,219,73.62822706,HALIFAX
39145464,347,1251.56979,262,28,79,44.69892107,
59583682,381,1251.27999,109,34,123,36.80235265,HALIFAX
59504658,395,1251.27984,111,42,165,29.79237714,HALIFAX
60087684,303,1251.02962,111,14,184,89.35925857,HALIFAX
62652600,607,1250.88996,110,239,254,5.233849205,HALIFAX
61488694,369,1249.98997,118,21,181,59.5233319,HALIFAX
36558613,336,1249.72984,243,32,187,39.0540575,HALIFAX
23629863,392,1249.55991,247,26,237,48.05999654,HALIFAX
39841728,333,1248.31984,243,25,186,49.9327936,HALIFAX
28717175,345,1248.24996,242,53,82,23.55188604,HALIFAX
61085108,476,1247.37993,122,35,89,35.63942657,HALIFAX
23252059,418,1246.48989,243,33,203,37.77242091,DUNDAS
59012656,348,1245.78968,109,38,193,32.78393895,HALIFAX
58869891,412,1245.5699,109,60,248,20.75949833,TERENCE BA
21432027,341,1245.5199,242,36,206,34.597775,HALIFAX
60231457,365,1245.3399,110,17,220,73.25528824,HALIFAX
23615109,376,1243.14989,245,32,243,38.84843406,HALIFAX
58642218,327,1242.91972,114,17,207,73.11292471,HALIFAX
21152964,468,1242.78992,243,36,254,34.52194222,HALIFAX
60511819,337,1242.46977,110,34,220,36.54322853,HALIFAX
59650904,358,1242.37974,109,21,190,59.16094,HALIFAX
58904886,330,1242.26991,112,16,192,77.64186938,HALIFAX
60513008,311,1242.12971,113,18,171,69.00720611,HALIFAX
58631592,309,1242.06982,109,31,219,40.06676839,HALIFAX
59564003,348,1241.93993,111,16,216,77.62124563,HALIFAX
22114420,564,1241.65984,245,33,278,37.62605576,HALIFAX
58257530,308,1241.29982,114,18,51,68.96110111,HALIFAX
39448822,353,1240.89982,244,41,153,30.26584927,HALIFAX
21427351,378,1240.43963,249,25,175,49.6175852,HALIFAX
61735149,342,1240.38961,109,43,177,28.84627,COURTENAY
59982050,437,1239.97991,114,92,192,13.4780425,HALIFAX
53120082,375,1239.78977,245,48,177,25.82895354,HALIFAX
60603855,371,1239.28954,209,7,130,177.0413629,WEST PUBNI
22847054,341,1239.05986,252,36,116,34.41832944,HALIFAX
40118474,387,1238.72988,243,95,215,13.03926189,HALIFAX
40143053,373,1238.18984,253,66,197,18.76045212,RIVERVIEW
23469039,369,1237.87984,242,38,130,32.57578526,HALIFAX
23488969,308,1237.84989,246,27,166,45.84629222,NANAIMO
59485457,283,1237.48976,112,14,160,88.39212571,PORTUGUESE
59608203,340,1236.89987,115,46,223,26.88912761,HALIFAX
64007521,410,1236.86996,110,67,215,18.46074567,HALIFAX
59582998,360,1236.55983,110,47,244,26.30978362,HALIFAX
22196183,359,1236.44964,245,16,81,77.2781025,HALIFAX
20685286,387,1236.31989,244,41,243,30.15414366,STILLWATER
59607664,347,1236.30984,115,28,191,44.15392286,HALIFAX
60444147,357,1236.15999,117,31,140,39.87612871,NANAIMO
20784487,291,1235.72979,245,23,172,53.72738217,HALIFAX
61086681,367,1235.26987,109,29,195,42.59551276,HALIFAX
59642979,389,1234.93982,109,91,197,13.57076725,HALIFAX
59503351,400,1234.52975,110,47,228,26.26659043,HALIFAX
39928940,338,1233.97987,243,34,208,36.29352559,HALIFAX
60670944,395,1233.76982,111,17,190,72.57469529,HALIFAX
65982215,392,1233.2199,109,36,248,34.25610833,HAMMONDS P
28299895,349,1233.20983,247,48,205,25.69187146,HALIFAX
49942555,327,1231.73974,249,15,199,82.11598267,
59059125,380,1231.72999,111,33,238,37.32515121,HALIFAX
49733642,391,1231.46976,255,41,266,30.0358478,
59501843,280,1231.2097,110,24,167,51.30040417,HALIFAX
59028114,459,1230.39994,111,59,237,20.85423627,HALIFAX
22339198,354,1229.9198,242,69,143,17.82492464,HALIFAX
60441892,380,1229.22991,115,27,248,45.5270337,HALIFAX
51848739,397,1227.05985,246,75,122,16.360798,HALIFAX
36357518,429,1226.00976,244,33,157,37.15181091,HALIFAX
63405503,399,1225.32985,109,27,231,45.38258704,HALIFAX
23439015,377,1225.0899,251,30,171,40.83633,HALIFAX
59647800,756,1225.02997,109,252,261,4.861230039,HALIFAX
58368286,361,1223.95986,112,47,131,26.04169915,HALIFAX
62460257,291,1223.8198,113,67,196,18.26596716,SACKVILLE
39256573,404,1223.71991,244,47,285,26.03659383,
22287920,351,1223.6499,244,33,175,37.0803,HALIFAX
40173091,337,1223.30995,243,13,195,94.10076538,HALIFAX
22319561,269,1222.62975,244,15,145,81.50865,HALIFAX
21693011,351,1222.37989,244,19,213,64.33578368,HALIFAX
60510305,327,1222.24991,110,56,165,21.82589125,WEYMOUTH
21344670,340,1222.24978,244,26,217,47.00960692,HALIFAX
58790005,441,1222.18998,110,77,181,15.87259714,HALIFAX
22189488,494,1221.86,246,38,151,32.15421053,HALIFAX
58231766,294,1221.70982,109,20,171,61.085491,BROOKSIDE
36759704,316,1221.22969,243,26,175,46.97037269,HALIFAX
59037521,334,1220.84972,127,16,195,76.3031075,TIMBERLEA
39457459,308,1220.67975,244,31,186,39.37676613,HALIFAX
60508625,309,1220.60987,109,37,204,32.98945595,LOCKEPORT
36791749,342,1220.23985,242,62,191,19.6812879,HALIFAX
21353790,300,1220.18979,246,23,138,53.05173,HALIFAX
59427714,329,1219.86987,111,21,203,58.08904143,HALIFAX
27947858,345,1219.68985,242,31,198,39.34483387,HALIFAX
58434749,304,1219.36975,129,28,202,43.54891964,HALIFAX
59646398,363,1219.19986,112,61,225,19.98688295,HALIFAX
36879508,350,1218.87986,249,31,159,39.31870516,ARICHAT
22114228,294,1218.48971,244,28,153,43.51748964,HALIFAX
28312565,398,1217.41992,244,13,226,93.64768615,HALIFAX
42481580,387,1216.84988,245,26,221,46.80191846,HALIFAX
20758668,361,1216.46985,244,34,224,35.778525,HALIFAX
59590426,428,1215.43985,109,86,193,14.13302151,HALIFAX
61553358,345,1215.40989,109,43,199,28.26534628,HALIFAX
60026728,357,1215.37989,109,51,160,23.83097824,HALIFAX
38943758,366,1215.0598,251,19,127,63.95051579,
58647504,284,1214.83963,119,19,160,63.93892789,HALIFAX
61170373,503,1214.6099,113,39,153,31.14384359,HALIFAX
50217469,470,1214.55974,249,42,218,28.91808905,HALIFAX
36799036,399,1214.41988,262,33,128,36.80060242,HALIFAX
58420917,330,1214.35981,109,20,211,60.7179905,HALIFAX
21444698,403,1212.5699,244,21,242,57.74142381,HALIFAX
61120800,321,1211.39986,111,78,144,15.53076744,HALIFAX
22204799,322,1211.29984,245,24,198,50.47082667,HALIFAX
58594611,325,1211.08989,109,65,210,18.63215215,HALIFAX
59058637,315,1210.88969,114,25,168,48.4355876,HALIFAX
52539962,304,1210.52973,244,34,175,35.60381559,HALIFAX
22179031,315,1209.56974,267,20,155,60.478487,SUMMERSIDE
59031756,318,1209.01979,115,50,191,24.1803958,HALIFAX
62460537,437,1208.9899,115,34,243,35.55852647,HALIFAX
64274127,314,1208.63982,115,14,199,86.33141571,
60990814,349,1208.61974,111,12,136,100.7183117,HAMMONDS P
60522292,400,1208.50988,109,86,287,14.05244047,TIMBERLEA
59590633,354,1208.44981,114,32,232,37.76405656,NEW GLASGO
59512862,307,1207.99981,111,33,196,36.60605485,HALIFAX
39925565,403,1207.63999,243,37,201,32.63891865,HALIFAX
59709770,363,1207.51945,130,26,140,46.44305577,HALIFAX
59567728,372,1207.20991,110,28,198,43.11463964,HALIFAX
51020585,326,1205.66964,251,11,136,109.6063309,HALIFAX
59427770,320,1205.63972,111,37,173,32.5848573,HALIFAX
21156625,407,1205.58986,247,26,155,46.36884077,HALIFAX
39014144,438,1205.17003,256,17,233,70.89235471,OTTAWA
28679826,392,1205.04987,248,27,189,44.63147667,HALIFAX
21476597,465,1204.82991,244,14,214,86.05927929,HALIFAX
22521891,427,1204.68986,244,112,202,10.75615946,HALIFAX
60637095,284,1204.32968,111,23,172,52.36216,HALIFAX
22300396,364,1203.91978,244,18,149,66.88443222,HALIFAX
66087566,374,1203.85986,110,33,280,36.48060182,HALIFAX
22340711,387,1202.99992,244,32,134,37.5937475,HALIFAX
59080454,393,1202.42978,111,31,201,38.78805742,HALIFAX
39745498,349,1201.42983,254,18,217,66.74610167,PICTOU
40158571,441,1200.2999,242,55,201,21.82363455,HALIFAX
22307437,549,1198.60992,243,88,250,13.62056727,HALIFAX
21578733,387,1198.01999,114,55,181,21.78218164,EASTERN PA
58338233,283,1197.94974,112,21,159,57.04522571,HALIFAX
58333165,328,1197.15974,120,22,195,54.41635182,HALIFAX
39309176,376,1197.13993,243,41,178,29.19853488,HALIFAX
39355815,372,1197.11,242,44,191,27.20704545,HALIFAX
51902050,353,1196.40987,248,36,204,33.2336075,HALIFAX
61846584,397,1196.17999,111,81,251,14.7676542,HALIFAX
59506321,401,1195.97995,115,38,173,31.47315658,HALIFAX
39436775,410,1195.41991,244,102,236,11.71980304,HALIFAX
53401976,329,1195.32989,255,15,136,79.68865933,HALIFAX
60544441,419,1195.05981,111,45,179,26.55688467,TRURO
60447944,306,1194.11966,111,40,113,29.8529915,HALIFAX
58671895,353,1193.95977,112,33,187,36.18059909,HALIFAX
21581131,285,1193.61978,115,30,81,39.787326,CANNING
39317355,452,1193.44991,242,30,279,39.78166367,HALIFAX
60641306,1119,1193.12923,110,36,125,33.14247861,HALIFAX
51282453,389,1193.00993,247,26,236,45.88499731,HALIFAX
59487324,403,1192.86,109,65,125,18.35169231,HALIFAX
59428081,325,1191.4198,111,6,191,198.5699667,HALIFAX
60748178,310,1190.96972,110,28,146,42.53463286,HALIFAX
58801552,339,1189.90973,111,30,198,39.66365767,HALIFAX
51920746,440,1189.79998,269,14,212,84.98571286,SYDNEY
39451170,349,1189.33991,244,13,203,91.48768538,HALIFAX
22189490,384,1188.98949,246,54,82,22.01832389,HALIFAX
22254166,365,1188.66993,242,15,185,79.244662,HALIFAX
22202777,332,1188.28992,248,16,217,74.26812,MCGRATHS C
60616678,292,1187.93985,115,40,143,29.69849625,SAMPSON CO
26025028,339,1187.44979,259,23,213,51.62825174,TORONTO
20759300,370,1186.95987,244,35,219,33.91313914,HALIFAX
60037731,296,1186.65981,109,18,188,65.925545,HALIFAX
64240495,336,1186.64989,111,23,189,51.59347348,HALIFAX
21460364,321,1185.74976,246,20,222,59.287488,HALIFAX
62316313,453,1184.80999,110,47,328,25.20872319,DIGBY
53721340,331,1184.69982,243,29,203,40.85171793,HALIFAX
52994520,426,1184.10975,246,9,222,131.56775,HALIFAX
20714190,386,1183.40983,244,42,213,28.17642452,HALIFAX
61524558,294,1182.95973,114,22,212,53.77089682,HALIFAX
36525791,410,1182.88994,245,40,251,29.5722485,HALIFAX
37605150,298,1182.23978,250,18,181,65.67998778,HALIFAX
52885957,339,1181.7599,248,18,159,65.65332778,HALIFAX
22119292,387,1181.34988,242,22,185,53.69772182,HALIFAX
20722175,441,1180.83993,254,8,282,147.6049913,HALIFAX
22430411,402,1180.68985,243,69,195,17.1114471,HALIFAX
